reference,answer type,answer,query
001101,,solr,solarium -- solarium is an open-source @placeholder client library and query-builder for php applications .
000010,,synchronization,synchronization -- synchronization refers to using controls to maintain a coherent representation either a group of processes running the same program process synchronization or representations of data data @placeholder .
000101,,algorithm,rabin-karp -- the rabin-karp string-matching algorithm is a string-matching @placeholder that employs a rolling hash-function to speed up the search .
010111,,python,colorama -- simple cross-platform colored terminal text in @placeholder .
110000,,java,smooks -- smooks is an extensible framework for building applications for processing xml and non xml data csv edi java etc using @placeholder .
000101,,user,lwuit-textarea -- an optionally multi-line editable region that can display text and allow a @placeholder to edit it .
000101,,.net,asna-visual-rpg -- asna s visual rpg is a first class .net citizen that produces verifiable @placeholder assemblies .
000001,,server,apache-traffic-server -- apache-traffic-server software is a fast scalable and extensible http-1 .1 compliant caching proxy @placeholder .
110111,,api,jsr257 -- jsr 257 : contactless communication @placeholder java .
110000,,s,lcov -- lcov is a graphical front-end for gcc @placeholder coverage testing tool gcov .
110000,,web,google-adwords -- google-adwords is an online advertising service that enables advertisers to compete to display brief advertising copy to web users based in part on keywords predefined by the advertisers that might link the copy to the content of @placeholder pages shown to users .
111011,,web,bzt -- bzt blazemeter is a program like jmeter that is used to automate @placeholder server load-testing by generating a load of multiple users making simultaneous http requests .
001000,,perl,devel-cover -- devel : : cover - code-coverage metrics for @placeholder .
000101,,wordpress,multisite -- the wordpress blog engine has a resource called multisite which allow you to have multiples websites in a single @placeholder instance .
011000,,java,fmj -- fmj is an open-source project with the goal of providing an alternative to @placeholder media framework jmf while remaining api-compatible with jmf .
001101,,sql,gorp -- gorp is a package that provides a simple way to marshal go structs to and from @placeholder databases .
000111,,audio,lame -- lame is a high quality mpeg @placeholder layer iii mp3 encoder licensed under the lgpl .
110111,,web,backstop.js -- backstopjs automates css regression-testing of your responsive @placeholder ui by comparing dom screenshots at various view port sizes .
100000,,xml,xsd -- xsd generally refers to a document written in the w3c @placeholder schema format containing a description of a particular type of xml document .
001100,,sql-server,ssms -- microsoft sql-server management studio is a graphical tool for configuring managing and administering all components within microsoft @placeholder .
110000,,s,xcode6 .1 -- related to the new version of the apple @placeholder ide xcode 6.1 .
111110,,ios,uiview -- uiview is a class in the uikit framework of @placeholder defines a rectangular area on the screen and the interfaces for managing the content in that area .
001101,,opengl,glsl -- the opengl shading language glsl is the standard programming language for shaders in @placeholder .
000101,,asp.net,sqlmembershipprovider -- the sqlmembershipprovider class is used by the membership and membershipuser classes to provide membership services for an @placeholder application using a sql-server database .
110000,,web,urllib -- python-module providing a high-level interface for fetching data across the world wide @placeholder .
001000,,java,portletbridge -- portlet bridge acts as an translation engine between portal environment and @placeholder web framework to allow portlet development in desired java framework and not in portal technology itself .
001111,,eclipse,tycho -- tycho is a maven-extension for building eclipse artifacts : @placeholder plug-ins osgi bundles features p2 repositories and rcp applications eclipse distributions .
000100,,ruby,site-prism -- siteprism is a simple clean and semantic dsl for describing your site using the page object-model pattern for use with @placeholder capybara in automated acceptance-testing .
000100,,pdf,icepdf -- questions related to icepdf an open-source java pdf engine for viewing printing and manipulating @placeholder documents .
110111,,web,rss -- really simple syndication rss is a family of @placeholder feed formats used to publish frequently updated works such as blog entries news headlines audio and video in a standardized format .
001101,,json,jsoncpp -- jsoncpp is an open-source @placeholder reader and writer for c++ .
110100,,s,ef-code-first -- ef code-first is a way of using microsoft @placeholder entity-framework with poco classes as opposed to model-first or db-first .
001110,,hadoop,hortonworks-data-platform -- use for questions related to the hortonworks-data-platform hdp an open-source apache @placeholder data platform .
000100,,java,struts2 -- apache struts 2 is an extensible framework based on model-view-controller mvc architecture for creating enterprise-ready @placeholder web-applications .
000101,,python,matplotlib -- matplotlib is a plotting library for @placeholder which may be used interactively or embedded in stand-alone guis .
110010,,web,lungojs -- lungojs is a framework powered by html5 css3 and javascript for creating mobile @placeholder apps.the applications created with it works on all popular platforms ios android blackberry and webos .
100000,,s,quaqua -- quaqua is a java library that provides enhancements to apple @placeholder aqua look-and-feel .
110100,,web,cookies -- an http cookie is a piece of data stored by the user s @placeholder browser .
000101,,web-applications,s arp - architecture -- an architectural foundation for rapidly building maintainable @placeholder leveraging the asp.net-mvc framework with nhibernate .
000100,,jquery,printthis -- a printing plug-in for @placeholder .
100001,,javascript,phpstorm -- jetbrains phpstorm is a commercial ide for php built on jetbrains intellij idea.phpstorm provides an intelligent editor for php html css and @placeholder with refactoring and on-the-fly code-analysis .
000010,,web,textile -- textile is a lightweight markup language originally developed by dean allen and billed as a humane @placeholder text generator .
001011,,asp.net,sitecore7 .2 -- sitecore is a web content-management-system cms built on microsoft @placeholder .
000110,,perl,activeperl -- activeperl is a distribution of @placeholder from activestate formerly part of sophos for windows mac os x linux solaris aix and hp-ux .
010101,,java,openxava -- openxava is an ajax @placeholder framework for rapid development of enterprise applications .
001000,,server,arr -- application request routing arr helps administrators optimize resource utilization for application servers to reduce management costs for web @placeholder farms and shared-hosting environments .
000100,,xml,xml-documentation -- xml-documentation is the way to generate automatic documentation from comments inside the code to an @placeholder formatted file that can be shown with any method for e.g .
000001,,csv,csvkit -- use this tag for questions related to use of the cvskit utilities suite for converting to and working with @placeholder format files .
001101,,apache-spark,spark-graphx -- graphx is a component in @placeholder for graphs and graph-parallel computation .
000101,,clojure,clojars -- clojars is a community maintained repository for open-source @placeholder libraries .
110100,,web,pushstate -- the html5-history api allows a @placeholder page to manipulate the contents of the history stack in order to dynamically update the url and respond to the back button .
010000,,web,openerp -- odoo formerly openerp is a suite of @placeholder based open-source business apps .
011111,,python,python-2 .1 -- for issues relating to development in @placeholder version 2.1 .
000001,,xcode,xcode4 .1 -- the july 2011 release of @placeholder apple s integrated development-environment ide for for its mac os x and ios platforms .
001001,,mozilla,firefox-9 -- version 9 of the @placeholder firefox browser .
000101,,fortran,cray-pointers -- cray-pointers are a common non-standard extension to @placeholder before introducing standard pointers in fortran 90 .
100000,,s,class -- a template for creating new objects that describes the common state s and behavior @placeholder .
000001,,web-applications,front-controller -- the front-controller pattern provides a centralized entry-point for handling requests in @placeholder .
001010,,smalltalk,squeak -- squeak is a modern open-source implementation of the @placeholder language with a history of being very easy to port across platforms .
000100,,pdf,wicked-pdf -- wicked-pdf is a pdf-generation plugin for ruby-on-rails using wkhtmltopdf to convert html to @placeholder .
000010,,jquery,nyromodal -- nyromodal is a highly customizable modal window plugin for @placeholder .
000101,,authentication,adfs -- active-directory federation services v2 .0 adfs for short is a standards based web single sign-on federated-identity which implements claims based @placeholder across forests .
110100,,web,arr -- application request routing arr helps administrators optimize resource utilization for application servers to reduce management costs for @placeholder server farms and shared-hosting environments .
000100,,javascript,duocode -- duocode is a fully-featured c compiler powered by microsoft roslyn and integrated in visual studio.it cross-compiles your c 6.0 code into high-quality readable @placeholder code enabling rapid development of web-applications utilizing the extensive features of the c language the visual-studio ide and the .net framework base-class libraries .
001101,,apache-spark,apache-spark-ml -- spak ml is a high-level api for building machine-learning pipelines in @placeholder .
001010,,database,mysql5 -- the mysql software delivers a very fast multi-threaded multi-user and robust sql structured query language @placeholder server .
000100,,s,rational -- a rational is a number that can be expressed as the ratio of two integers.rational can also refer to ibm @placeholder rational family of products .
000100,,jquery,jquery-nestable -- nestable is an open-source @placeholder plugin which provides a way to create draggable hierarchical list control .
110100,,python,pygame -- pygame is a set of @placeholder modules designed for writing video games.use this tag only if you are using the pygame library and not if you have a question about programming a game in python in general .
001000,,java-ee,weblogic11g -- the 11.x july 2009 release of weblogic server a @placeholder application server suite from oracle .
001000,,database,mariadb -- mariadb is an open-source @placeholder server that offers drop-in replacement functionality for mysql .
010000,,server,mariadb -- mariadb is an open-source database @placeholder that offers drop-in replacement functionality for mysql .
000110,,python,sublime-anaconda -- the anaconda plugin for sublime text 3 completely unrelated to the anaconda python distribution provides many ide-like features for programming in @placeholder .
110010,,web,tilemill -- tilemill is a tool for cartographers to quickly and easily design maps for the @placeholder using custom data .
110010,,web,funkload -- funkload is a functional and load @placeholder tester written in python .
001000,,nfc,ndef -- the nfc data exchange format ndef specification is a common data format for nfc forumdevices and @placeholder forum tags .
000100,,audio,speex -- speex is an open-source @placeholder compression format designed for speech .
000011,,embed,google-maps-embed -- the google-maps-embed api lets you add fully functional google-maps or street view panoramas to your website when you don t want to use the javascript api but want an interactive map that the static maps api can t provide.it uses an iframe to embed a call to the embed api.see the official documentation https : developers.google.com maps documentation @placeholder .
110010,,web,libreplan -- libreplan is a collaborative tool to plan monitor and control projects and has a rich @placeholder interface which provides a desktop alike user-experience .
011111,,android,samsung-edge -- the samsung galaxy note edge is an @placeholder phablet produced by samsung electronics .
001011,,state-machines,boost-statechart -- boost.statechart is a c++ library allowing you to easily and quickly define @placeholder .
110010,,web,routerjs -- routerjs is a simple router for your ajax @placeholder apps .
000001,,sql-server,sqlexception -- sqlexception is thrown when ado.net encounters a @placeholder related error .
001111,,python,beautifulsoup -- beautiful soup is a @placeholder package for parsing html xml .
001111,,adobe,coldfusion-2016 -- coldfusion is a server-side rapid application development platform from @placeholder .
110000,,java,jongo -- jongo allows to query in java as in mongo-shell unmarshalling results into @placeholder objects by default with jackson .
001111,,erlang,otp -- otp is the open-source distribution of erlang and an application server written in @placeholder .
000101,,deployment,wix4 -- for issues relating to @placeholder using windows-installer xml version 4 .
001000,,spreadsheet,excel-2016 -- the excel-2016 tag is used for referencing the @placeholder component of the microsoft office 2016 suite released 22 sep 2015 .the version independent tag is excel .
000001,,html5,modernizr -- modernizr is an open-source javascript library that helps you build the next generation of @placeholder and css3-powered websites .
001101,,xml,openxml -- questions regarding reading and writing of microsoft office open xml files either through direct manipulation of the xml files contained in a zip package or through the microsoft office open @placeholder sdk .
110000,,s,minix -- is a unix-like computer operating-system based on a microkernel architecture created by andrew @placeholder .tanenbaum for educational purposes .
110100,,s,monoids -- a monoid is a set that is closed under an associative binary operation and has an identity element i such that for all a @placeholder ia ai a .
110101,,java,castor-jdo -- castor-jdo is an open-source data-binding framework for @placeholder tm .
001100,,.net,pos-for - .net -- pos-for - .net refers to point of service pos class libraries by microsoft that allows applications developed in the @placeholder framework to integrate with point-of-sale peripheral devices .
110000,,api,opengl-es -- subset of the opengl 3d graphics @placeholder designed for embedded devices such as mobile-phones .
100111,,qt,qwidget -- qwidget is key part of the @placeholder c++ classes .
110000,,java,jasper-reports -- jasperreports an open-source java reporting tool can be used in all @placeholder applications from desktop to web-applications .
111100,,s,bluebutton -- blue button is the symbol for a patient @placeholder access to their own data .
001011,,interface,mscapi -- the cryptographic application programming @placeholder ms-capi is an application programming interface included with microsoft windows operating systems that provides services to enable developers to secure windows-based applications using cryptography .
000100,,database,korma -- korma is a clojure dsl wrapping common sql @placeholder manipulation functions .
000001,,android,filepicker.io -- filepicker.io is a full file-management framework which supports web ios and @placeholder platform .
111100,,java,apache-coccoon -- apache-cocoon or simply cocoon is a @placeholder web application framework built around pipeline separation-of-concerns and component-based web development .
100010,,.net,task -- a task is an abstraction that is used to work with concurrency it can denote operation that should be executed concurrently with the rest of a program.a task is a concurrent thread of execution in ada and represents an asynchronous operation in @placeholder also it corresponds to threads in java .
001000,,html,meta -- meta elements are the @placeholder or xhtml meta element used to provide structured metadata about a web page .
000001,,iphone,apple-m7 -- apple-m7 is a motion co-processor used by apple inc .in the @placeholder 5s ipad air and ipad-mini 2nd generation .
000101,,wcf,weboperationcontext -- the weboperationcontext can be used in @placeholder services to access properties of web requests and responses .
100000,,s,thread-priority -- thread-priority signifies a thread @placeholder importance and enables variety in scheduling threads .
000100,,android,android-database -- general programmatic usage of databases on @placeholder .
110110,,web,asp-classic -- active server pages asp also known as classic asp or asp-classic was microsoft s first server-side script-engine for dynamically-generated @placeholder pages .
001111,,eclipse,tycho -- tycho is a maven-extension for building eclipse artifacts : eclipse plug-ins osgi bundles features p2 repositories and rcp applications @placeholder distributions .
110000,,s,vim-airline -- lean mean status tabline for vim that @placeholder light as air .
000001,,maven,parent-pom -- parent-pom is a parent configuration file in @placeholder pom inheritance .
111101,,android,android-5 .0 - lollipop -- android lollipop formerly known as just @placeholder l was first shown at google i o 2014 .
100101,,php,phpcodesniffer -- php codesniffer is a php pear package that can be used to tokenise @placeholder javascript and css files and to detect violations of a defined set of coding standards .
000101,,apache-spark,apache-spark-mllib -- mllib is a machine-learning library for @placeholder .
100101,,user,spinner -- spinner is a widget that allows the @placeholder to select an item from a group like a dropdown list .
001100,,ios,vimage -- vimage is a library of image-processing routines provided by apple in os x and @placeholder .
000101,,fortran,cray-pointers -- cray-pointers are a common non-standard extension to fortran before introducing standard pointers in @placeholder 90 .
001110,,drupal,drupal-roles -- roles allow defining what a @placeholder user can do by assigning the relevant permissions to a role e.g .
000100,,javascript,jsbn -- the jsbn library is a fast portable implementation of large-number math in pure @placeholder enabling public-key crypto and other applications on desktop and mobile browsers .
000010,,ide,xcode4 .1 -- the july 2011 release of xcode apple s integrated development-environment @placeholder for for its mac os x and ios platforms .
110000,,s,go-imagick -- go binding to imagemagick @placeholder magickwand c api .
000100,,ruby,trollop -- trollop is a commandline option parser for @placeholder .
110000,,java,smooks -- smooks is an extensible framework for building applications for processing xml and non xml data csv edi @placeholder etc using java .
000100,,excel,excel-2016 -- the excel-2016 tag is used for referencing the spreadsheet component of the microsoft office 2016 suite released 22 sep 2015 .the version independent tag is @placeholder .
110000,,web,simile -- a collection of open-source data-visualization @placeholder widgets that grew out of semantic-web research at mit .
001000,,android,android-navigationview -- one of the features of @placeholder design support library which is bringing a number of important material-design components to all developers and to all android 2.1 or higher devices.navigation drawer enables your app having easy ux to navigate particularly for first time users.navigationview provides the framework for developers easier to establish navigation-drawer ui .
001100,,javascript,formatjs -- formatjs is a modular collection of @placeholder libraries for internationalization that are focused on formatting numbers dates and strings for displaying to people .
010101,,web,googlebot -- googlebot is google s web crawling bot which discovers new and updated pages documents from the @placeholder to build a searchable index for the google-search engine .
001100,,xml,smooks -- smooks is an extensible framework for building applications for processing xml and non @placeholder data csv edi java etc using java .
000101,,scala,sjson -- scala json with capabilities for @placeholder object serialization .
110101,,java,apache-commons-dbutils -- apache-commons-dbutils is a toolkit that simplifies the usage of the @placeholder database connectivity jdbc api .
000001,,fonts,typekit -- typekit is an adobe service which allows embedding @placeholder into online and offline documents .
110000,,s,cpplint -- cpplint is an open-source lint-like tool developed by google designed to ensure that c++ code conforms to google @placeholder coding-style guides .
110111,,server,ibmhttpserver -- ibm http server is a full-featured apache-based web server that is included with other products such as ibm websphere application @placeholder at no charge .
001100,,android,cwac-endless -- cwac-endless descripes an endlessadapter solution for @placeholder listviews developed by commonsware .
000100,,javascript,jsctypes -- js-ctypes is a foreign-function library for privileged @placeholder in mozilla based applications such as firefox thunderbird or seamonkey .
000110,,templates,dwoo -- dwoo is a php5 template-engine which is almost fully compatible with smarty @placeholder and plugins but is written from scratch for php5 and adds many features .
000011,,audio,audiotrack -- audiotrack class in standard android api for playing back raw @placeholder .
000001,,.net,duocode -- duocode is a fully-featured c compiler powered by microsoft roslyn and integrated in visual studio.it cross-compiles your c 6.0 code into high-quality readable javascript code enabling rapid development of web-applications utilizing the extensive features of the c language the visual-studio ide and the @placeholder framework base-class libraries .
111000,,s,dbexpress -- dbexpress is embarcadero s data driver architecture replacing the deprecated borland @placeholder bde .
110010,,s,nsapplication -- nsapplication is the central class in apple @placeholder appkit framework .
000010,,wikipedia,mediawiki -- mediawiki is a free software wiki package written in php originally for use on @placeholder .
000100,,ios,cgcontextdrawimage -- cgcontextdrawimage is available in osx and @placeholder which helps to draws an image into a graphics context .
010100,,java,mockito -- mockito is a mocking framework for @placeholder .
000100,,algorithm,hungarian-algorithm -- the hungarian-algorithm is a combinatorial optimization @placeholder that solves the assignment problem that of finding a maximum weight matching in a bipartite graph in polynomial time .
110101,,java,sqlj -- sqlj is an outdated iso standard for embedding sql instructions in @placeholder programs .
000010,,toolkit,dita-ot -- questions about the dita open @placeholder an open-source reference implementation of transformations from dita xml to various end-user deliverables including html and pdf .
000101,,django,django-adaptors -- django-adaptors is a tool which allow you to transform easily a csv xml file into a python object or a @placeholder model instance .
001000,,emacs,haskell-mode -- the haskell-mode package is a set of major modes for @placeholder for writing haskell code and working with haskell projects .
001111,,erlang,otp -- otp is the open-source distribution of @placeholder and an application server written in erlang .
001000,,open-source,openmrs -- the world s leading @placeholder enterprise electronic medical record system platform .
000011,,junit,errorcollector -- the errorcollector rule of @placeholder .
000001,,number-theory,bernoulli-numbers -- in mathematics the bernoulli-numbers bn are a sequence of rational-numbers with deep connections to @placeholder .
000100,,server,xvfb -- xvfb x virtual framebuffer is an x11 @placeholder that can run graphic applications without a physical screen .
010000,,java,android-gson -- gson a java serialization library to convert @placeholder objects into json and back to fetch and parse json into java models for android .
001111,,solr,dih -- the dataimporthandler is a solr contrib that provides a configuration driven way to import this data into @placeholder in both full builds and using incremental delta imports .
001001,,linux,kvm -- kvm for kernel-based virtual-machine is a full virtualization solution for @placeholder on x86 hardware containing virtualization extensions intel vt or amd-v .
000010,,django,cartridge -- cartridge is a shopping cart application built using the @placeholder framework.cartridge also extends the mezzanine content-management platform .
001000,,video,audio-video-sync -- questions related to synchronization between audio and video during creation transmission reception and playback of content with both audio and @placeholder .
100000,,s,environment-modules -- the tcl environment-modules is an experimental version of the environment-modules package which provides for the dynamic modification of a user @placeholder environment via modulefiles .
000111,,wysiwyg,ckeditor -- ckeditor is a javascript based @placeholder editor created for use within web pages .
110010,,web,web2py -- web2py is a open-source full-stack @placeholder framework written in python-2.x .
100000,,s,getwritabledatabase -- getwritabledatabase is one of the methods of the android @placeholder sqliteopenhelper class which returns a reference to a sqlitedatabase .
101110,,javascript,qunit -- qunit is a javascript unit-testing framework used by the jquery project to test its code and plugins but capable of testing any generic @placeholder both client - and server-side code .
000100,,api,google-maps-embed -- the google-maps-embed api lets you add fully functional google-maps or street view panoramas to your website when you don t want to use the javascript api but want an interactive map that the static maps @placeholder can t provide.it uses an iframe to embed a call to the embed api.see the official documentation https : developers.google.com maps documentation embed .
001000,,api,facepy -- facepy makes it really easy to interact with facebook s graph @placeholder using python .
000010,,c++,jsoncpp -- jsoncpp is an open-source json reader and writer for @placeholder .
110100,,s,rust-compiler-plugin -- rust compiler plugins are user-provided libraries that extend the compiler @placeholder behavior with new syntax extensions compile-time and lint checks etc .
010100,,ruby,ruby-on-rails-3 -- ruby-on-rails is an open-source web development framework written in @placeholder .
000011,,fortran,openacc -- the openacc application program interface describes a collection of compiler-directives to specify loops and regions of code in standard c c++ and @placeholder to be offloaded from a host cpu to an attached accelerator providing portability across operating systems host cpus and accelerators .
000010,,postgresql,plpgsql -- pl pgsql is the default procedural language for @placeholder .
110000,,java,xcore -- xcore is an extended concrete syntax for ecore that in combination with xbase transforms it into a fully fledged programming language with high quality tools reminiscent of the @placeholder development tools .
001000,,entity-framework,ef-code-first -- ef code-first is a way of using microsoft s @placeholder with poco classes as opposed to model-first or db-first .
111100,,java,jzy3d -- jzy3d is an open-source @placeholder library that allows you to easily draw 3d scientific data .
000101,,docker,docker-toolbox -- the docker-toolbox is an installer to quickly and easily install and setup a @placeholder environment on your computer .
000101,,delphi,graphicex -- graphicex is a free @placeholder library to load various image-formats png gif tiff tga bmp dib and many more including some rather seldomly used types like sgi cut rla pcd and others .
001101,,android,crittercism -- crittercism is a venture-funded startup company that has built a scalable crash reporting and customer support sdk for ios @placeholder and windowsphone 8 apps .
111101,,java,jpa-2 .0 -- this tag is for questions about the version 2.0 of the @placeholder persistence api.the focus of jpa-2 .0 was to address features that were present in some of the popular orm vendors but could not gain consensus approval for jpa-1 .0 .
000100,,server,terminal-server -- a terminal-server also referred to as a serial server or console server network access @placeholder enables organizations to connect devices with an rs-232 rs-422 or rs-485 serial interface to a local area network lan .
000010,,synchronization,synchronization -- synchronization refers to using controls to maintain a coherent representation either a group of processes running the same program process @placeholder or representations of data data synchronization .
110000,,s,gnu -- this tag is for programming questions related to software and tools provided by the gnu gnu @placeholder not unix project .
000110,,pdf,reportlab -- a library for generating @placeholder in python .
001111,,pdf,pdfminer -- a python-based tool for extracting information from @placeholder documents .
001000,,.net,.net-attributes -- the tag .net-attributes describes anything related to using or creating attributes in @placeholder source code .
010000,,web,google-earth-plugin -- the google-earth plug-in and its javascript api let you embed google-earth a true 3d digital globe into your @placeholder pages for viewing on windows or mac devices.the google-earth api has been deprecated as of december 12th 2014 .
000001,,facebook,social-authentication -- a form of single sign-on using existing login information from a social-networking service such as @placeholder twitter or google + to sign into a third party website .
101111,,api,facebook-ads-api -- the facebook-ads-api aka marketing @placeholder is used by application developers to create manage and measure ad campaigns that run on facebook .
000101,,fortran,fortran90 -- the standardized successor to @placeholder 77 released as an iso standard in 1991 and an ansi standard in 1992 .
001000,,quickbooks,qbwc -- the quickbooks web connector provides an api for interfacing web-based applications with desktop intuit @placeholder software .
000111,,scala,scala-2 .8 -- version 2.8 of the @placeholder language for the jvm .
010111,,qt,qdockwidget -- qdockwidget is a class from the @placeholder framework which represents a widget which can be docked inside a qmainwindow or floated as a top-level window in the desktop .
000011,,html,hide -- methods for hiding visual components particularly with regard to @placeholder .
000010,,wordpress,wordpress-login -- user login functionality in @placeholder .
110111,,database,database-schema -- a description of the structure of the database - including the structure of the tables columns constraints views etc etc . . .that make up the database.normally defined in text generally sql-in an rdbs the schema describes the complete blueprint for the @placeholder defining everything about the database except that data itself .
010000,,web,pubnub -- pubnub offers a publish-subscribe api for realtime data-stream messaging for iot mobile and @placeholder .
001100,,django,django-settings -- a django-settings file is a python-module with module-level variables that contains all the configuration of your @placeholder installation such as databases installed apps and media and static location to name a few .
001111,,django,django-taggit -- django-taggit is a reusable @placeholder application designed to making adding tagging to your project easy and fun .
000011,,uikit,touchesended -- use this tag for questions related to touchesended : withevent a uiresponder event-handling method in the @placeholder framework and monotouch.uikit namespace .
000100,,javascript,modernizr -- modernizr is an open-source @placeholder library that helps you build the next generation of html5 and css3-powered websites .
001011,,mobile-devices,sql-server-ce-4 -- microsoft sql-server compact version 4 is a sql-server embedded database for building standalone and occasionally connected applications for @placeholder desktops and web clients .
